Gravedad,Modalidad,Motivación,Área Geográfica,Crímenes Graves,Crímenes Menores,Crímenes Violentos,Crímenes No Violentos,Crímenes Motivación Económica,Crímenes de Odio,Crímenes de Pasión/Venganza,Crímenes Urbanos,Crímenes Rurales,Naturaleza,Temporalidad,Involucramiento Tecnológico,Estado del Caso,Crímenes contra Personas,Crímenes contra Propiedad,Crímenes Sexuales,Crímenes Económicos,Crímenes Periodo Anual,Crímenes Hora Día,Cibercrímenes,Crímenes Tradicionales,Casos Resueltos,Casos no resueltos
Alta,Contrabando,Protesta,Reynosa,5336,6046,Secuestro,Hurto,Fraude bancario,Xenofobia,Despecho,Robo,Robo de ganado,Financiera,2024-05-28,Bajo,Resuelto,17,67,36,98,481,0,0,0,93,8
Media,Extorsión,Económica,Mexicali,929,9276,Secuestro,Hurto,Contrabando,Xenofobia,Rencor,Robo,Caza ilegal,Financiera,2024-03-22,Alto,Resuelto,30,41,57,40,514,13,0,1,86,28
Baja,Hurto,Criminal,La Paz,7414,1674,Secuestro,Hurto,Fraude bancario,Homofobia,Rencor,Asalto,Robo de ganado,Oportunidad,2023-11-22,Bajo,Resuelto,17,5,82,62,880,5,1,0,38,71
Media,Homicidio,Rencor,Zacatecas,7070,4868,Violación,Estafa,Fraude bancario,Homofobia,Despecho,Robo,Caza ilegal,Fraude,2024-02-05,Bajo,No resuelto,84,39,9,40,160,7,0,0,77,48
Alta,Robo de vehículos,Personal,Querétaro,8294,5139,Secuestro,Estafa,Fraude bancario,Homofobia,Rencor,Robo,Caza ilegal,Oportunidad,2024-09-29,Alto,No resuelto,85,51,4,25,657,16,1,1,62,61
Alta,Tráfico de drogas,Financiera,Reynosa,8495,5022,Asalto,Estafa,Lavado de dinero,Homofobia,Rencor,Asalto,Tráfico de especies,Fraude,2024-02-28,Alto,No resuelto,0,17,12,41,30,8,0,0,77,26
Media,Violencia doméstica,Personal,Saltillo,2166,9240,Homicidio,Fraude,Fraude bancario,Homofobia,Celos,Asalto,Tráfico de especies,Fraude,2024-09-12,Alto,Resuelto,54,14,5,68,858,14,1,1,39,83
Alta,Asalto con violencia,Criminal,Puebla,9834,2053,Homicidio,Estafa,Fraude bancario,Xenofobia,Despecho,Asalto,Caza ilegal,Criminal,2024-07-17,Bajo,No resuelto,79,93,78,4,420,10,0,1,2,42
Baja,Contrabando,Oportunidad,Toluca,7324,8865,Extorsión,Estafa,Fraude bancario,Xenofobia,Celos,Vandalismo,Caza ilegal,Fraude,2024-03-23,Alto,No resuelto,64,93,51,6,949,8,1,0,12,28
Media,Acoso verbal,Fraude,Zacatecas,2120,3479,Secuestro,Hurto,Lavado de dinero,Homofobia,Celos,Asalto,Caza ilegal,Fraude,2024-03-05,Bajo,Resuelto,91,18,47,4,396,9,1,1,28,49
Media,Extorsión,Económica,Durango,5210,3549,Violación,Hurto,Contrabando,Homofobia,Rencor,Asalto,Robo de ganado,Criminal,2024-02-29,Alto,No resuelto,70,71,68,99,705,2,1,1,98,12
Alta,Robo de identidad,Rencor,Ciudad de México,2887,2820,Extorsión,Fraude,Contrabando,Racismo,Rencor,Robo,Robo de ganado,Fraude,2024-10-05,Ninguno,No resuelto,26,23,58,85,412,3,0,1,18,54
Baja,Extorsión,Económica,Torreón,6930,9716,Violación,Estafa,Fraude bancario,Xenofobia,Celos,Asalto,Robo de ganado,Fraude,2023-11-14,Alto,No resuelto,77,54,85,29,8,15,1,1,81,49
Alta,Estafa,Oportunidad,Querétaro,8991,5038,Extorsión,Fraude,Lavado de dinero,Racismo,Celos,Robo,Caza ilegal,Oportunidad,2024-03-05,Bajo,No resuelto,90,7,72,47,968,4,0,1,8,60
Media,Hurto menor,Criminal,Veracruz,88,9824,Secuestro,Estafa,Contrabando,Xenofobia,Celos,Robo,Tráfico de especies,Oportunidad,2023-12-31,Alto,No resuelto,58,87,91,7,711,24,1,0,32,28
Baja,Asalto con violencia,Fraude,Ciudad de México,3855,521,Asalto,Hurto,Lavado de dinero,Homofobia,Rencor,Vandalismo,Caza ilegal,Fraude,2024-07-17,Alto,Resuelto,22,63,15,57,11,22,1,1,61,65
Media,Fraude bancario,Financiera,La Paz,6552,3289,Asalto,Hurto,Lavado de dinero,Homofobia,Rencor,Robo,Robo de ganado,Fraude,2024-10-02,Ninguno,Resuelto,52,12,34,45,304,9,0,0,55,5
Media,Fraude electrónico,Financiera,Reynosa,225,4866,Extorsión,Estafa,Fraude bancario,Xenofobia,Rencor,Vandalismo,Tráfico de especies,Financiera,2024-09-13,Alto,Resuelto,60,45,15,100,408,13,1,0,72,45
Media,Extorsión,Protesta,Saltillo,6862,1422,Extorsión,Hurto,Lavado de dinero,Homofobia,Celos,Vandalismo,Tráfico de especies,Oportunidad,2024-10-05,Ninguno,No resuelto,5,72,49,22,862,14,1,0,76,54
Alta,Tráfico de drogas,Criminal,Ciudad de México,8834,5379,Homicidio,Fraude,Fraude bancario,Racismo,Despecho,Vandalismo,Robo de ganado,Oportunidad,2024-06-15,Alto,No resuelto,74,4,28,87,814,18,0,1,0,82
Media,Hurto,Financiera,Veracruz,5309,1429,Extorsión,Hurto,Contrabando,Homofobia,Rencor,Asalto,Tráfico de especies,Criminal,2023-12-23,Bajo,Resuelto,45,34,10,71,329,21,0,0,13,60
Alta,Secuestro,Criminal,Veracruz,1456,1800,Asalto,Robo menor,Lavado de dinero,Xenofobia,Despecho,Robo,Caza ilegal,Oportunidad,2024-10-01,Bajo,No resuelto,2,96,89,89,14,17,1,0,15,50
Alta,Robo de identidad,Criminal,La Paz,6142,2200,Violación,Robo menor,Contrabando,Racismo,Rencor,Asalto,Tráfico de especies,Criminal,2024-05-24,Bajo,Resuelto,82,87,83,42,698,19,1,0,67,99
Alta,Fraude bancario,Criminal,Veracruz,2433,7593,Homicidio,Fraude,Contrabando,Racismo,Celos,Asalto,Tráfico de especies,Fraude,2024-06-26,Alto,No resuelto,13,5,58,51,1,18,1,1,89,68
Alta,Daños a la propiedad,Personal,Saltillo,9832,1150,Asalto,Hurto,Contrabando,Homofobia,Celos,Vandalismo,Robo de ganado,Criminal,2023-11-19,Alto,No resuelto,61,18,99,13,961,5,1,1,34,64
Media,Secuestro,Oportunidad,Zacatecas,2940,8647,Secuestro,Robo menor,Fraude bancario,Homofobia,Celos,Asalto,Caza ilegal,Oportunidad,2024-04-28,Ninguno,No resuelto,72,35,30,92,710,3,1,1,82,53
Baja,Ciberacoso,Oportunidad,Chihuahua,7171,405,Secuestro,Robo menor,Fraude bancario,Homofobia,Celos,Vandalismo,Robo de ganado,Fraude,2024-04-14,Alto,Resuelto,80,45,22,78,673,5,0,0,50,16
Baja,Estafa,Criminal,Veracruz,5168,185,Extorsión,Fraude,Fraude bancario,Racismo,Celos,Asalto,Caza ilegal,Criminal,2023-12-08,Ninguno,No resuelto,59,68,11,16,664,9,1,0,12,60
Alta,Robo de identidad,Protesta,Toluca,5302,8530,Violación,Estafa,Fraude bancario,Racismo,Despecho,Robo,Robo de ganado,Criminal,2023-12-04,Bajo,Resuelto,74,57,10,27,274,11,1,1,16,7
Alta,Acoso verbal,Oportunidad,Torreón,3992,74,Asalto,Hurto,Contrabando,Homofobia,Celos,Asalto,Caza ilegal,Fraude,2024-08-17,Ninguno,Resuelto,20,48,23,39,548,13,0,1,96,99
Baja,Daños a la propiedad,Rescate,Puebla,2131,5705,Secuestro,Estafa,Contrabando,Racismo,Rencor,Robo,Tráfico de especies,Criminal,2024-02-11,Alto,No resuelto,10,68,33,20,162,17,0,0,0,89
Alta,Robo de vehículos,Protesta,Tijuana,2744,6459,Violación,Robo menor,Contrabando,Xenofobia,Rencor,Robo,Robo de ganado,Fraude,2024-06-24,Alto,Resuelto,19,55,94,1,888,23,1,0,97,87
Alta,Fraude bancario,Rencor,Aguascalientes,7737,8794,Secuestro,Hurto,Contrabando,Xenofobia,Despecho,Robo,Robo de ganado,Criminal,2024-04-04,Ninguno,No resuelto,22,5,12,30,947,1,0,0,50,99
Baja,Contrabando,Rencor,Ciudad de México,3116,7566,Extorsión,Fraude,Lavado de dinero,Racismo,Celos,Robo,Robo de ganado,Fraude,2023-11-29,Ninguno,No resuelto,76,12,91,99,529,19,0,0,29,33
Baja,Vandalismo,Económica,León,8634,4960,Homicidio,Hurto,Fraude bancario,Racismo,Despecho,Vandalismo,Caza ilegal,Criminal,2024-06-17,Ninguno,No resuelto,72,100,26,52,378,12,0,1,19,45
Alta,Estafa,Personal,Veracruz,4861,4850,Asalto,Estafa,Contrabando,Xenofobia,Rencor,Robo,Tráfico de especies,Oportunidad,2024-04-12,Alto,No resuelto,23,10,26,31,369,0,1,1,65,35
Media,Asalto con violencia,Criminal,Chihuahua,1135,7082,Violación,Estafa,Lavado de dinero,Homofobia,Rencor,Robo,Robo de ganado,Financiera,2024-09-26,Bajo,No resuelto,2,30,24,78,293,20,1,0,78,14
Alta,Tráfico de drogas,Protesta,Durango,7012,1174,Secuestro,Fraude,Fraude bancario,Xenofobia,Celos,Vandalismo,Tráfico de especies,Oportunidad,2024-10-03,Alto,No resuelto,35,46,63,61,152,13,0,0,59,75
Media,Ciberacoso,Económica,Puebla,3287,2590,Extorsión,Hurto,Contrabando,Homofobia,Despecho,Vandalismo,Caza ilegal,Criminal,2024-01-06,Ninguno,Resuelto,72,51,93,99,210,23,0,0,30,66
Media,Fraude electrónico,Criminal,León,378,4561,Extorsión,Hurto,Lavado de dinero,Xenofobia,Rencor,Robo,Caza ilegal,Oportunidad,2024-02-17,Ninguno,No resuelto,3,53,15,26,636,16,0,0,65,77
Media,Estafa,Protesta,Puebla,2694,6461,Asalto,Hurto,Contrabando,Homofobia,Rencor,Robo,Caza ilegal,Oportunidad,2024-03-22,Ninguno,No resuelto,85,70,100,93,208,21,1,0,51,33
Alta,Robo de vehículos,Criminal,Torreón,3238,4932,Violación,Robo menor,Lavado de dinero,Racismo,Rencor,Robo,Robo de ganado,Criminal,2024-05-14,Bajo,No resuelto,66,5,13,54,87,3,1,1,64,59
Baja,Homicidio,Fraude,Chihuahua,2557,734,Extorsión,Robo menor,Contrabando,Homofobia,Rencor,Vandalismo,Tráfico de especies,Criminal,2024-07-25,Bajo,Resuelto,71,70,20,74,530,13,1,0,88,21
Baja,Extorsión,Rescate,Saltillo,3179,301,Extorsión,Hurto,Fraude bancario,Homofobia,Despecho,Asalto,Tráfico de especies,Criminal,2024-05-06,Alto,Resuelto,87,73,93,31,829,24,0,1,48,53
Alta,Asalto con violencia,Rencor,Mérida,5454,2841,Violación,Robo menor,Fraude bancario,Xenofobia,Despecho,Vandalismo,Tráfico de especies,Fraude,2024-10-06,Bajo,Resuelto,11,27,77,55,311,11,0,1,76,64
Baja,Robo de vehículos,Rencor,Guadalajara,7857,596,Secuestro,Hurto,Fraude bancario,Racismo,Despecho,Vandalismo,Caza ilegal,Fraude,2024-03-26,Ninguno,No resuelto,64,59,36,54,263,19,0,0,54,87
Media,Robo de identidad,Rescate,La Paz,5877,5682,Homicidio,Fraude,Contrabando,Homofobia,Rencor,Robo,Robo de ganado,Criminal,2024-08-29,Alto,Resuelto,81,39,34,82,373,12,1,0,11,91
Media,Ciberacoso,Criminal,Veracruz,4618,8661,Homicidio,Fraude,Contrabando,Racismo,Celos,Vandalismo,Robo de ganado,Fraude,2023-12-05,Bajo,Resuelto,37,73,9,18,795,7,1,1,100,13
Alta,Contrabando,Personal,La Paz,1523,8706,Asalto,Robo menor,Lavado de dinero,Homofobia,Despecho,Asalto,Robo de ganado,Oportunidad,2024-06-28,Alto,Resuelto,76,12,64,100,909,23,0,1,57,94
Alta,Fraude electrónico,Financiera,Mérida,9218,1439,Homicidio,Robo menor,Fraude bancario,Xenofobia,Despecho,Asalto,Robo de ganado,Fraude,2023-10-17,Alto,Resuelto,87,75,38,20,272,24,0,0,76,58
Alta,Acoso verbal,Criminal,León,2274,6664,Homicidio,Estafa,Fraude bancario,Homofobia,Celos,Robo,Tráfico de especies,Criminal,2024-05-21,Alto,Resuelto,63,69,24,20,288,12,0,0,48,52
Alta,Robo de identidad,Fraude,Reynosa,7803,6425,Violación,Fraude,Contrabando,Xenofobia,Celos,Asalto,Tráfico de especies,Financiera,2023-11-29,Bajo,No resuelto,77,53,10,37,908,9,1,1,50,46
Alta,Secuestro,Rescate,Hermosillo,5670,5619,Secuestro,Fraude,Contrabando,Racismo,Despecho,Robo,Caza ilegal,Oportunidad,2024-01-01,Ninguno,Resuelto,23,21,39,96,528,1,1,0,12,57
Media,Extorsión,Económica,Torreón,2071,3690,Secuestro,Hurto,Contrabando,Homofobia,Rencor,Asalto,Robo de ganado,Criminal,2024-01-21,Ninguno,Resuelto,92,90,94,57,901,19,1,1,24,11
Baja,Estafa,Personal,Reynosa,224,3524,Violación,Hurto,Contrabando,Homofobia,Celos,Robo,Tráfico de especies,Fraude,2024-02-22,Bajo,No resuelto,85,73,81,40,189,6,1,0,3,13
Media,Contrabando,Fraude,Reynosa,8862,8109,Homicidio,Hurto,Fraude bancario,Homofobia,Celos,Vandalismo,Caza ilegal,Criminal,2024-03-18,Ninguno,Resuelto,44,34,1,36,904,18,1,1,11,30
Baja,Fraude electrónico,Criminal,Chihuahua,7432,7371,Secuestro,Hurto,Fraude bancario,Xenofobia,Celos,Robo,Tráfico de especies,Criminal,2023-11-05,Bajo,No resuelto,80,51,82,48,725,4,1,1,55,66
Media,Asalto con violencia,Oportunidad,Puebla,6619,7592,Violación,Robo menor,Lavado de dinero,Homofobia,Despecho,Robo,Caza ilegal,Oportunidad,2024-04-27,Ninguno,Resuelto,33,21,82,24,782,6,0,1,59,73
Media,Ciberacoso,Financiera,Querétaro,1093,9011,Secuestro,Fraude,Contrabando,Racismo,Celos,Vandalismo,Robo de ganado,Fraude,2023-11-08,Ninguno,Resuelto,86,87,87,16,181,0,0,0,75,29
Alta,Fraude electrónico,Rencor,La Paz,261,5992,Secuestro,Robo menor,Fraude bancario,Xenofobia,Despecho,Robo,Caza ilegal,Fraude,2024-03-30,Alto,Resuelto,47,40,75,51,193,17,0,1,0,21
Alta,Hurto menor,Fraude,Puebla,7561,7893,Secuestro,Hurto,Fraude bancario,Homofobia,Celos,Asalto,Tráfico de especies,Oportunidad,2024-01-22,Ninguno,Resuelto,41,81,60,63,740,8,0,0,31,18
Baja,Robo de identidad,Criminal,Torreón,6619,1877,Asalto,Estafa,Fraude bancario,Racismo,Rencor,Asalto,Caza ilegal,Financiera,2024-05-06,Ninguno,No resuelto,81,3,72,86,309,4,0,1,1,40
Baja,Hurto,Rencor,Mérida,5559,2084,Extorsión,Fraude,Contrabando,Xenofobia,Rencor,Vandalismo,Caza ilegal,Oportunidad,2023-12-17,Bajo,Resuelto,48,90,31,65,247,10,0,0,75,3
Baja,Estafa,Rescate,La Paz,6464,6494,Homicidio,Fraude,Contrabando,Xenofobia,Rencor,Vandalismo,Robo de ganado,Criminal,2024-04-15,Alto,Resuelto,14,54,5,82,296,9,1,1,32,83
Baja,Daños a la propiedad,Rescate,La Paz,1424,5076,Asalto,Fraude,Lavado de dinero,Homofobia,Celos,Robo,Tráfico de especies,Criminal,2024-08-27,Bajo,Resuelto,25,9,2,84,260,23,0,1,23,53
Baja,Violencia doméstica,Fraude,Saltillo,1269,4338,Extorsión,Hurto,Lavado de dinero,Homofobia,Celos,Robo,Robo de ganado,Oportunidad,2023-11-02,Alto,Resuelto,4,75,35,78,317,16,0,1,57,58
Baja,Fraude electrónico,Fraude,Zacatecas,9097,2720,Extorsión,Fraude,Fraude bancario,Xenofobia,Celos,Asalto,Robo de ganado,Oportunidad,2024-02-19,Bajo,Resuelto,75,72,89,20,969,14,1,0,55,84
Alta,Estafa,Rencor,Aguascalientes,549,8879,Extorsión,Hurto,Lavado de dinero,Xenofobia,Celos,Vandalismo,Tráfico de especies,Oportunidad,2024-04-29,Ninguno,Resuelto,47,21,90,12,26,9,0,1,1,33
Baja,Ciberacoso,Rencor,Toluca,743,8388,Secuestro,Robo menor,Lavado de dinero,Xenofobia,Despecho,Asalto,Robo de ganado,Fraude,2024-01-01,Alto,Resuelto,46,65,20,93,992,12,1,1,98,64
Media,Fraude electrónico,Personal,Torreón,272,6979,Extorsión,Robo menor,Contrabando,Racismo,Rencor,Robo,Caza ilegal,Oportunidad,2024-05-01,Alto,Resuelto,86,95,66,21,362,1,1,1,49,32
Alta,Tráfico de drogas,Criminal,Veracruz,9461,2241,Secuestro,Fraude,Lavado de dinero,Racismo,Celos,Robo,Caza ilegal,Fraude,2024-01-04,Bajo,Resuelto,17,91,34,62,222,7,0,0,14,3
Baja,Extorsión,Rescate,Aguascalientes,3797,6399,Extorsión,Fraude,Fraude bancario,Xenofobia,Despecho,Robo,Caza ilegal,Financiera,2024-03-21,Alto,Resuelto,82,41,53,4,991,24,1,1,88,51
Baja,Estafa,Rencor,Monterrey,4479,3258,Asalto,Estafa,Lavado de dinero,Homofobia,Celos,Asalto,Tráfico de especies,Criminal,2023-10-23,Ninguno,No resuelto,64,83,97,59,971,18,0,0,22,35
Baja,Contrabando,Rescate,Ciudad de México,6487,5338,Secuestro,Fraude,Fraude bancario,Homofobia,Rencor,Vandalismo,Caza ilegal,Oportunidad,2024-01-28,Ninguno,Resuelto,73,1,10,41,919,4,1,1,87,53
Media,Vandalismo,Rencor,León,1712,2542,Asalto,Hurto,Contrabando,Homofobia,Despecho,Robo,Tráfico de especies,Financiera,2024-02-09,Ninguno,No resuelto,57,88,79,6,477,19,0,1,6,46
Alta,Homicidio,Rescate,Puebla,8877,6429,Homicidio,Robo menor,Fraude bancario,Homofobia,Rencor,Robo,Caza ilegal,Fraude,2024-09-10,Alto,Resuelto,84,47,30,73,631,2,1,1,68,77
Alta,Fraude electrónico,Económica,Saltillo,3872,904,Homicidio,Hurto,Fraude bancario,Homofobia,Despecho,Robo,Tráfico de especies,Fraude,2024-06-22,Alto,No resuelto,94,43,66,20,210,9,1,0,75,96
Baja,Extorsión,Financiera,Toluca,9196,275,Secuestro,Robo menor,Contrabando,Racismo,Celos,Robo,Caza ilegal,Fraude,2023-12-14,Ninguno,Resuelto,52,42,99,7,21,21,0,1,81,4
Media,Fraude electrónico,Económica,Reynosa,5976,8361,Asalto,Estafa,Lavado de dinero,Homofobia,Rencor,Vandalismo,Robo de ganado,Fraude,2023-11-28,Ninguno,No resuelto,9,91,18,54,966,13,1,0,2,26
Baja,Fraude electrónico,Fraude,Querétaro,4766,1982,Secuestro,Fraude,Lavado de dinero,Homofobia,Celos,Vandalismo,Robo de ganado,Financiera,2023-12-29,Alto,No resuelto,100,11,9,87,267,15,0,1,55,77
Baja,Robo de vehículos,Criminal,Mérida,6154,6429,Asalto,Estafa,Contrabando,Xenofobia,Despecho,Asalto,Tráfico de especies,Oportunidad,2024-09-18,Bajo,Resuelto,32,99,92,20,542,4,1,0,5,94
Baja,Contrabando,Fraude,Mexicali,6708,4164,Secuestro,Hurto,Contrabando,Homofobia,Rencor,Asalto,Tráfico de especies,Oportunidad,2023-12-11,Ninguno,No resuelto,29,30,65,37,230,12,0,0,92,46
Alta,Hurto menor,Fraude,Querétaro,5047,7217,Extorsión,Hurto,Fraude bancario,Homofobia,Celos,Robo,Robo de ganado,Oportunidad,2024-06-02,Ninguno,Resuelto,58,66,2,23,938,12,1,0,31,84
Baja,Robo de vehículos,Personal,Zacatecas,9406,7169,Asalto,Robo menor,Contrabando,Racismo,Rencor,Robo,Caza ilegal,Oportunidad,2023-10-17,Bajo,Resuelto,65,53,72,2,116,20,0,1,54,16
Baja,Contrabando,Rescate,Durango,125,2674,Violación,Hurto,Fraude bancario,Homofobia,Despecho,Vandalismo,Caza ilegal,Oportunidad,2024-05-18,Ninguno,Resuelto,28,27,83,49,126,6,1,1,16,19
Baja,Extorsión,Protesta,Toluca,7076,413,Homicidio,Estafa,Lavado de dinero,Xenofobia,Rencor,Robo,Caza ilegal,Fraude,2024-03-30,Bajo,Resuelto,24,67,70,51,441,8,0,0,82,24
Alta,Vandalismo,Oportunidad,Saltillo,2628,8214,Violación,Fraude,Contrabando,Xenofobia,Despecho,Asalto,Caza ilegal,Criminal,2024-10-08,Alto,Resuelto,93,7,99,28,431,18,0,1,15,80
Alta,Violencia doméstica,Rencor,Reynosa,602,4957,Asalto,Hurto,Lavado de dinero,Racismo,Despecho,Asalto,Robo de ganado,Criminal,2024-03-09,Alto,Resuelto,10,30,3,28,13,13,0,1,18,82
Alta,Hurto,Protesta,Mexicali,6179,6070,Violación,Hurto,Fraude bancario,Racismo,Rencor,Robo,Tráfico de especies,Oportunidad,2024-04-22,Bajo,Resuelto,31,35,40,41,63,12,1,1,64,19
Media,Hurto,Rencor,Guadalajara,7265,3125,Homicidio,Hurto,Lavado de dinero,Xenofobia,Rencor,Vandalismo,Caza ilegal,Oportunidad,2024-03-26,Ninguno,No resuelto,24,52,52,89,417,16,1,1,62,90
Media,Estafa,Financiera,Guadalajara,4623,7163,Homicidio,Hurto,Lavado de dinero,Racismo,Despecho,Vandalismo,Caza ilegal,Criminal,2024-02-08,Ninguno,Resuelto,70,87,50,100,415,2,0,0,73,17
Alta,Estafa,Financiera,León,9675,6081,Homicidio,Hurto,Fraude bancario,Racismo,Celos,Vandalismo,Robo de ganado,Oportunidad,2024-04-18,Ninguno,Resuelto,76,65,83,80,797,1,0,1,72,31
Alta,Vandalismo,Rencor,Mérida,8933,941,Extorsión,Estafa,Lavado de dinero,Homofobia,Rencor,Robo,Tráfico de especies,Oportunidad,2024-07-03,Bajo,No resuelto,94,65,9,50,618,12,0,0,98,45
Alta,Ciberacoso,Rescate,León,6478,5442,Violación,Robo menor,Lavado de dinero,Homofobia,Rencor,Vandalismo,Caza ilegal,Financiera,2023-12-20,Ninguno,No resuelto,28,34,53,1,198,23,1,0,8,79
Media,Estafa,Criminal,La Paz,7365,7242,Violación,Estafa,Fraude bancario,Homofobia,Celos,Asalto,Robo de ganado,Criminal,2023-12-11,Alto,No resuelto,72,46,41,98,394,12,0,0,50,45
Media,Daños a la propiedad,Financiera,Querétaro,9429,6386,Violación,Hurto,Contrabando,Racismo,Celos,Robo,Caza ilegal,Oportunidad,2024-04-03,Bajo,Resuelto,69,65,9,99,755,3,0,1,62,75
Baja,Contrabando,Oportunidad,Toluca,3621,2324,Violación,Hurto,Contrabando,Xenofobia,Rencor,Robo,Robo de ganado,Fraude,2024-06-16,Ninguno,Resuelto,99,10,23,32,968,13,0,1,20,6
Alta,Estafa,Protesta,Zacatecas,8337,939,Violación,Estafa,Fraude bancario,Racismo,Despecho,Robo,Caza ilegal,Fraude,2024-02-28,Ninguno,Resuelto,94,34,1,32,800,12,1,1,13,67
Media,Asalto con violencia,Oportunidad,Guadalajara,5537,3585,Homicidio,Hurto,Fraude bancario,Xenofobia,Celos,Vandalismo,Caza ilegal,Oportunidad,2024-01-28,Ninguno,Resuelto,80,95,99,53,538,0,1,1,93,73
Media,Acoso verbal,Personal,León,1282,4088,Violación,Hurto,Contrabando,Homofobia,Celos,Asalto,Tráfico de especies,Oportunidad,2024-03-23,Alto,Resuelto,14,70,42,81,930,0,0,1,7,48
Media,Robo de vehículos,Oportunidad,Durango,6240,2980,Homicidio,Fraude,Fraude bancario,Xenofobia,Despecho,Asalto,Robo de ganado,Oportunidad,2024-07-31,Alto,No resuelto,71,40,6,22,276,7,1,1,47,36
Baja,Vandalismo,Protesta,Tijuana,1179,6243,Extorsión,Hurto,Fraude bancario,Homofobia,Despecho,Robo,Caza ilegal,Financiera,2023-11-23,Ninguno,Resuelto,53,18,69,12,266,13,1,0,28,16
Media,Daños a la propiedad,Oportunidad,Torreón,7796,3460,Homicidio,Fraude,Contrabando,Xenofobia,Celos,Asalto,Caza ilegal,Criminal,2023-10-23,Alto,No resuelto,30,71,38,51,398,20,1,0,39,72
Media,Hurto menor,Protesta,Zacatecas,9288,6949,Violación,Robo menor,Contrabando,Homofobia,Rencor,Asalto,Tráfico de especies,Financiera,2024-01-03,Ninguno,Resuelto,70,64,32,66,302,11,0,0,11,47
Baja,Fraude electrónico,Personal,Mérida,848,2983,Homicidio,Robo menor,Fraude bancario,Racismo,Celos,Asalto,Robo de ganado,Oportunidad,2024-06-07,Bajo,Resuelto,70,61,89,92,328,0,1,0,65,5
Baja,Ciberacoso,Fraude,Tijuana,8087,4878,Extorsión,Estafa,Contrabando,Homofobia,Rencor,Asalto,Robo de ganado,Oportunidad,2023-12-23,Alto,No resuelto,31,7,29,30,721,6,1,0,66,9
Media,Acoso verbal,Personal,La Paz,9311,8004,Secuestro,Estafa,Contrabando,Xenofobia,Celos,Asalto,Robo de ganado,Financiera,2023-10-14,Alto,No resuelto,55,45,76,85,212,15,1,1,39,25
Media,Acoso verbal,Fraude,Zacatecas,4538,1069,Extorsión,Robo menor,Fraude bancario,Racismo,Rencor,Vandalismo,Caza ilegal,Oportunidad,2024-09-22,Ninguno,No resuelto,76,4,44,70,864,19,1,1,97,75
Alta,Ciberacoso,Oportunidad,Reynosa,1313,8118,Homicidio,Hurto,Lavado de dinero,Xenofobia,Despecho,Asalto,Robo de ganado,Fraude,2024-02-25,Ninguno,Resuelto,94,41,35,63,12,21,0,1,48,32
Baja,Tráfico de drogas,Fraude,Veracruz,6127,1457,Secuestro,Estafa,Lavado de dinero,Homofobia,Rencor,Asalto,Tráfico de especies,Oportunidad,2024-03-30,Alto,Resuelto,20,77,37,79,870,11,0,0,6,58
Alta,Acoso verbal,Rescate,Torreón,3140,5819,Homicidio,Hurto,Contrabando,Racismo,Rencor,Robo,Robo de ganado,Fraude,2024-03-04,Ninguno,No resuelto,98,6,50,53,356,21,0,0,95,43
Alta,Asalto con violencia,Económica,Mexicali,621,4059,Secuestro,Fraude,Fraude bancario,Racismo,Despecho,Robo,Robo de ganado,Oportunidad,2024-07-03,Ninguno,Resuelto,79,71,39,31,786,3,0,0,50,5
Baja,Homicidio,Protesta,Zacatecas,6,3444,Asalto,Robo menor,Lavado de dinero,Homofobia,Despecho,Asalto,Caza ilegal,Financiera,2024-07-21,Alto,No resuelto,82,61,95,30,418,1,1,0,98,22
Baja,Asalto con violencia,Oportunidad,Reynosa,5495,5951,Violación,Robo menor,Lavado de dinero,Xenofobia,Despecho,Robo,Tráfico de especies,Oportunidad,2024-09-15,Bajo,Resuelto,36,79,67,10,467,3,0,0,4,20
Alta,Homicidio,Económica,Guadalajara,2430,9942,Violación,Estafa,Contrabando,Racismo,Despecho,Vandalismo,Caza ilegal,Oportunidad,2023-11-17,Ninguno,Resuelto,25,65,56,96,965,16,1,0,2,4
Media,Ciberacoso,Financiera,Puebla,7158,4370,Asalto,Hurto,Contrabando,Racismo,Rencor,Asalto,Caza ilegal,Fraude,2024-08-13,Alto,Resuelto,53,55,92,57,41,17,1,1,64,28
Baja,Estafa,Criminal,Reynosa,3978,3660,Extorsión,Fraude,Contrabando,Homofobia,Celos,Robo,Tráfico de especies,Criminal,2024-02-16,Bajo,No resuelto,6,94,0,77,980,0,1,1,59,59
Baja,Hurto,Protesta,Guadalajara,7792,3513,Homicidio,Robo menor,Contrabando,Racismo,Celos,Asalto,Caza ilegal,Financiera,2024-03-15,Alto,No resuelto,90,61,81,47,552,23,1,0,40,23
Alta,Fraude electrónico,Rescate,Chihuahua,5895,6639,Extorsión,Hurto,Fraude bancario,Xenofobia,Celos,Asalto,Robo de ganado,Financiera,2023-10-19,Bajo,No resuelto,33,30,13,75,757,6,0,0,28,19
Alta,Violencia doméstica,Económica,Tijuana,631,5616,Extorsión,Hurto,Fraude bancario,Racismo,Despecho,Vandalismo,Tráfico de especies,Oportunidad,2023-12-10,Bajo,Resuelto,60,97,1,20,320,16,1,0,96,11
